latitude,longitude,month,aquifer_zone,zone_name,rainfall_mm,rainfall_lag_1m,rainfall_lag_2m,rainfall_rolling_3m,rainfall_std_3m,avg_temp_c,temp_rainfall_interaction,seasonal_index,groundwater_level_m
28.7925,77.1504,1,A,Urban,6.6,80.88821138211382,80.88821138211382,6.6,0.0,18.4,1.2144,0,9.09
28.6103,77.1557,1,A,Urban,20.6,80.88821138211382,80.88821138211382,20.6,0.0,18.1,3.7286000000000006,0,9.59
28.629,77.1979,1,A,Urban,16.4,80.88821138211382,80.88821138211382,16.4,0.0,20.4,3.3455999999999992,0,10.44
28.6736,77.2265,1,A,Urban,9.9,80.88821138211382,80.88821138211382,9.9,0.0,20.0,1.98,0,13.26
28.6181,77.2671,1,A,Urban,9.6,80.88821138211382,80.88821138211382,9.6,0.0,17.1,1.6416,0,9.24
28.7355,77.1033,1,A,Urban,11.1,80.88821138211382,80.88821138211382,11.1,0.0,14.6,1.6206,0,9.32
28.729,77.1349,1,A,Urban,9.8,80.88821138211382,80.88821138211382,9.8,0.0,22.3,2.1854,0,7.18
28.7849,77.2755,1,A,Urban,11.7,80.88821138211382,80.88821138211382,11.7,0.0,20.5,2.3985,0,6.39
28.7634,77.211,1,A,Urban,7.6,80.88821138211382,80.88821138211382,7.6,0.0,18.9,1.4364,0,9.46
28.6678,77.1698,1,A,Urban,15.2,80.88821138211382,80.88821138211382,15.2,0.0,19.8,3.0096,0,9.49
28.7774,77.256,1,A,Urban,10.6,80.88821138211382,80.88821138211382,10.6,0.0,19.0,2.0140000000000002,0,9.52
28.601,77.1322,1,A,Urban,10.5,80.88821138211382,80.88821138211382,10.5,0.0,23.2,2.436,0,9.65
28.7304,77.1449,1,A,Urban,9.6,80.88821138211382,80.88821138211382,9.6,0.0,20.4,1.9583999999999997,0,11.17
28.7299,77.2698,1,A,Urban,10.1,80.88821138211382,80.88821138211382,10.1,0.0,20.5,2.0705,0,12.65
28.6187,77.1735,1,A,Urban,9.9,80.88821138211382,80.88821138211382,9.9,0.0,16.5,1.6335,0,8.92
28.7784,77.2262,1,A,Urban,13.8,80.88821138211382,80.88821138211382,13.8,0.0,18.5,2.553,0,11.87
28.7154,77.1985,1,A,Urban,14.7,80.88821138211382,80.88821138211382,14.7,0.0,16.3,2.3960999999999997,0,6.95
28.7881,77.2908,2,A,Urban,19.1,80.88821138211382,80.88821138211382,19.1,0.0,19.9,3.8009,0,9.31
28.6031,77.2857,2,A,Urban,19.0,80.88821138211382,80.88821138211382,19.0,0.0,20.4,3.8759999999999994,0,6.2
28.7702,77.1634,2,A,Urban,10.6,80.88821138211382,80.88821138211382,10.6,0.0,21.0,2.226,0,5.33
28.7872,77.2392,2,A,Urban,13.2,80.88821138211382,80.88821138211382,13.2,0.0,20.8,2.7456,0,7.95
28.7755,77.2482,2,A,Urban,12.1,80.88821138211382,80.88821138211382,12.1,0.0,23.1,2.7950999999999997,0,9.81
28.6719,77.1587,2,A,Urban,19.2,80.88821138211382,80.88821138211382,19.2,0.0,21.8,4.1856,0,8.81
28.7597,77.23,2,A,Urban,33.4,80.88821138211382,80.88821138211382,33.4,0.0,22.8,7.6152,0,9.03
28.778,77.1676,2,A,Urban,13.7,80.88821138211382,80.88821138211382,13.7,0.0,19.8,2.7126,0,6.92
28.6931,77.2085,2,A,Urban,17.3,80.88821138211382,80.88821138211382,17.3,0.0,22.2,3.8406000000000002,0,4.53
28.6061,77.1075,2,A,Urban,15.0,80.88821138211382,80.88821138211382,15.0,0.0,23.3,3.495,0,7.82
28.754,77.1432,2,A,Urban,12.4,80.88821138211382,80.88821138211382,12.4,0.0,18.6,2.3064,0,8.39
28.6103,77.2063,2,A,Urban,26.1,80.88821138211382,80.88821138211382,26.1,0.0,22.1,5.7681000000000004,0,3.71
28.759,77.1542,2,A,Urban,17.8,80.88821138211382,80.88821138211382,17.8,0.0,18.5,3.293,0,7.73
28.6051,77.2925,2,A,Urban,19.1,80.88821138211382,80.88821138211382,19.1,0.0,22.7,4.3357,0,5.33
28.6313,77.15,2,A,Urban,15.6,80.88821138211382,80.88821138211382,15.6,0.0,24.9,3.8843999999999994,0,8.42
28.732,77.156,2,A,Urban,26.0,80.88821138211382,80.88821138211382,26.0,0.0,23.0,5.98,0,4.67
28.6712,77.2516,2,A,Urban,14.9,80.88821138211382,80.88821138211382,14.9,0.0,21.6,3.2184000000000004,0,9.34
28.6948,77.1196,2,A,Urban,3.2,80.88821138211382,80.88821138211382,3.2,0.0,17.9,0.5728,0,7.49
28.6797,77.2232,2,A,Urban,11.7,80.88821138211382,80.88821138211382,11.7,0.0,19.4,2.2697999999999996,0,8.18
28.6749,77.2252,2,A,Urban,21.9,80.88821138211382,80.88821138211382,21.9,0.0,20.5,4.4895,0,5.92
28.6141,77.2285,2,A,Urban,19.0,80.88821138211382,80.88821138211382,19.0,0.0,20.7,3.9330000000000003,0,7.07
28.788,77.2151,2,A,Urban,23.7,80.88821138211382,80.88821138211382,23.7,0.0,17.3,4.1001,0,12.3
28.7883,77.1772,2,A,Urban,8.7,80.88821138211382,80.88821138211382,8.7,0.0,21.1,1.8356999999999999,0,6.57
28.6142,77.1638,2,A,Urban,14.5,80.88821138211382,80.88821138211382,14.5,0.0,22.7,3.2914999999999996,0,8.5
28.7258,77.2755,2,A,Urban,14.1,80.88821138211382,80.88821138211382,14.1,0.0,22.5,3.1725,0,9.0
28.6564,77.1355,2,A,Urban,20.2,80.88821138211382,80.88821138211382,20.2,0.0,22.0,4.444,0,7.73
28.6744,77.2553,2,A,Urban,17.5,80.88821138211382,80.88821138211382,17.5,0.0,21.9,3.8325,0,7.37
28.7717,77.1858,2,A,Urban,20.5,80.88821138211382,80.88821138211382,20.5,0.0,22.5,4.6125,0,10.35
28.664,77.2791,2,A,Urban,17.1,80.88821138211382,80.88821138211382,17.1,0.0,21.3,3.6423,0,7.55
28.7901,77.2147,2,A,Urban,13.5,80.88821138211382,80.88821138211382,13.5,0.0,25.7,3.4695,0,5.55
28.7345,77.2505,2,A,Urban,11.8,80.88821138211382,80.88821138211382,11.8,0.0,22.0,2.596,0,9.02
28.6182,77.1989,2,A,Urban,17.3,80.88821138211382,80.88821138211382,17.3,0.0,18.8,3.2524,0,9.95
28.6702,77.1234,2,A,Urban,16.4,80.88821138211382,80.88821138211382,16.4,0.0,21.5,3.526,0,6.67
28.7236,77.1202,2,A,Urban,18.0,80.88821138211382,80.88821138211382,18.0,0.0,19.2,3.4559999999999995,0,6.98
28.617,77.2973,2,A,Urban,18.0,80.88821138211382,80.88821138211382,18.0,0.0,16.9,3.042,0,5.24
28.7626,77.2894,2,A,Urban,13.9,80.88821138211382,80.88821138211382,13.9,0.0,19.9,2.7661000000000002,0,8.51
28.6848,77.2813,2,A,Urban,23.3,80.88821138211382,80.88821138211382,23.3,0.0,20.4,4.7532,0,5.85
28.6023,77.1937,2,A,Urban,18.4,80.88821138211382,80.88821138211382,18.4,0.0,18.5,3.404,0,9.0
28.7924,77.175,2,A,Urban,23.5,80.88821138211382,80.88821138211382,23.5,0.0,22.1,5.1935,0,6.96
28.6447,77.2926,2,A,Urban,18.0,80.88821138211382,80.88821138211382,18.0,0.0,20.5,3.69,0,8.05
28.7939,77.2046,2,A,Urban,13.7,80.88821138211382,80.88821138211382,13.7,0.0,24.1,3.3017000000000003,0,9.57
28.6909,77.2255,3,A,Urban,25.9,80.88821138211382,80.88821138211382,25.9,0.0,24.9,6.4491,0,10.99
28.6555,77.1376,3,A,Urban,17.0,80.88821138211382,80.88821138211382,17.0,0.0,19.2,3.264,0,5.93
28.7167,77.1155,3,A,Urban,23.1,80.88821138211382,80.88821138211382,23.1,0.0,29.2,6.7452,0,8.32
28.7369,77.1325,3,A,Urban,18.2,80.88821138211382,80.88821138211382,18.2,0.0,21.2,3.8583999999999996,0,10.48
28.7865,77.2732,3,A,Urban,27.5,80.88821138211382,80.88821138211382,27.5,0.0,23.3,6.4075,0,3.27
28.794,77.2684,3,A,Urban,28.4,80.88821138211382,80.88821138211382,28.4,0.0,24.1,6.8444,0,9.21
28.683,77.1547,3,A,Urban,21.3,80.88821138211382,80.88821138211382,21.3,0.0,24.6,5.2398,0,5.75
28.6901,77.1258,3,A,Urban,24.6,80.88821138211382,80.88821138211382,24.6,0.0,24.8,6.1008000000000004,0,7.64
28.6457,77.2343,3,A,Urban,13.1,80.88821138211382,80.88821138211382,13.1,0.0,27.7,3.6287000000000003,0,7.11
28.7041,77.2545,3,A,Urban,17.3,80.88821138211382,80.88821138211382,17.3,0.0,27.4,4.7402,0,6.6
28.7104,77.2122,3,A,Urban,19.9,80.88821138211382,80.88821138211382,19.9,0.0,26.9,5.3530999999999995,0,7.78
28.7408,77.1426,3,A,Urban,28.5,80.88821138211382,80.88821138211382,28.5,0.0,27.1,7.7235000000000005,0,2.96
28.6784,77.1875,3,A,Urban,19.8,80.88821138211382,80.88821138211382,19.8,0.0,26.3,5.2074,0,9.53
28.6793,77.2244,3,A,Urban,21.6,80.88821138211382,80.88821138211382,21.6,0.0,20.2,4.3632,0,6.79
28.6918,77.296,3,A,Urban,10.3,80.88821138211382,80.88821138211382,10.3,0.0,24.3,2.5029000000000003,0,4.03
28.6152,77.1258,3,A,Urban,24.8,80.88821138211382,80.88821138211382,24.8,0.0,25.4,6.2992,0,4.7
28.6364,77.1691,3,A,Urban,20.9,80.88821138211382,80.88821138211382,20.9,0.0,26.9,5.6221,0,4.52
28.6385,77.1082,3,A,Urban,23.9,80.88821138211382,80.88821138211382,23.9,0.0,23.2,5.544799999999999,0,5.12
28.6354,77.1177,3,A,Urban,20.7,80.88821138211382,80.88821138211382,20.7,0.0,21.9,4.5333,0,5.67
28.7007,77.2381,3,A,Urban,14.9,80.88821138211382,80.88821138211382,14.9,0.0,22.7,3.3823000000000003,0,7.2
28.7747,77.2842,3,A,Urban,20.7,80.88821138211382,80.88821138211382,20.7,0.0,23.9,4.947299999999999,0,7.89
28.6369,77.1419,3,A,Urban,25.3,80.88821138211382,80.88821138211382,25.3,0.0,23.8,6.0214,0,2.06
28.7237,77.1738,3,A,Urban,30.0,80.88821138211382,80.88821138211382,30.0,0.0,23.8,7.14,0,7.82
28.7023,77.2064,3,A,Urban,22.9,80.88821138211382,80.88821138211382,22.9,0.0,24.2,5.541799999999999,0,4.73
28.7065,77.1485,3,A,Urban,17.2,80.88821138211382,80.88821138211382,17.2,0.0,20.9,3.5947999999999998,0,5.54
28.624,77.2781,3,A,Urban,15.5,80.88821138211382,80.88821138211382,15.5,0.0,28.7,4.448499999999999,0,8.16
28.7578,77.1997,3,A,Urban,21.7,80.88821138211382,80.88821138211382,21.7,0.0,22.3,4.8391,0,9.8
28.6863,77.1255,3,A,Urban,24.1,80.88821138211382,80.88821138211382,24.1,0.0,22.3,5.374300000000001,0,4.06
28.7292,77.2142,3,A,Urban,13.8,80.88821138211382,80.88821138211382,13.8,0.0,25.9,3.5742000000000003,0,5.25
28.6373,77.157,3,A,Urban,18.7,80.88821138211382,80.88821138211382,18.7,0.0,24.6,4.6002,0,4.96
28.6821,77.2965,3,A,Urban,20.0,80.88821138211382,80.88821138211382,20.0,0.0,22.2,4.44,0,5.6
28.6342,77.2337,3,A,Urban,25.3,80.88821138211382,80.88821138211382,25.3,0.0,24.8,6.274400000000001,0,8.11
28.7143,77.156,3,A,Urban,17.7,80.88821138211382,80.88821138211382,17.7,0.0,25.9,4.5843,0,5.02
28.7015,77.1485,3,A,Urban,11.7,80.88821138211382,80.88821138211382,11.7,0.0,25.1,2.9367,0,4.79
28.6577,77.2162,3,A,Urban,20.9,80.88821138211382,80.88821138211382,20.9,0.0,21.5,4.4935,0,5.49
28.6673,77.1269,3,A,Urban,21.5,80.88821138211382,80.88821138211382,21.5,0.0,27.0,5.805,0,5.33
28.6509,77.2363,3,A,Urban,24.1,80.88821138211382,80.88821138211382,24.1,0.0,28.1,6.7721,0,2.0
28.6698,77.2859,3,A,Urban,17.0,80.88821138211382,80.88821138211382,17.0,0.0,25.4,4.318,0,5.41
28.7877,77.1362,3,A,Urban,21.7,80.88821138211382,80.88821138211382,21.7,0.0,24.0,5.207999999999999,0,8.99
28.628,77.2591,3,A,Urban,22.6,80.88821138211382,80.88821138211382,22.6,0.0,23.3,5.2658000000000005,0,5.85
28.6329,77.2629,3,A,Urban,22.8,80.88821138211382,80.88821138211382,22.8,0.0,29.7,6.771599999999999,0,8.16
28.6785,77.2633,4,A,Urban,23.4,80.88821138211382,80.88821138211382,23.4,0.0,23.4,5.475599999999999,0,3.67
28.6925,77.1603,4,A,Urban,25.6,80.88821138211382,80.88821138211382,25.6,0.0,32.7,8.371200000000002,0,5.82
28.6768,77.2087,4,A,Urban,24.1,80.88821138211382,80.88821138211382,24.1,0.0,29.1,7.0131000000000006,0,6.91
28.6234,77.288,4,A,Urban,16.1,80.88821138211382,80.88821138211382,16.1,0.0,31.4,5.055400000000001,0,5.92
28.724,77.2067,4,A,Urban,22.9,80.88821138211382,80.88821138211382,22.9,0.0,28.9,6.618099999999999,0,5.88
28.6303,77.1623,4,A,Urban,30.8,80.88821138211382,80.88821138211382,30.8,0.0,26.4,8.1312,0,5.66
28.7525,77.2754,4,A,Urban,22.5,80.88821138211382,80.88821138211382,22.5,0.0,31.0,6.975,0,4.24
28.6221,77.2693,4,A,Urban,23.8,80.88821138211382,80.88821138211382,23.8,0.0,26.1,6.2118,0,4.68
28.6459,77.2445,4,A,Urban,27.9,80.88821138211382,80.88821138211382,27.9,0.0,30.7,8.5653,0,8.06
28.7388,77.2085,4,A,Urban,20.6,80.88821138211382,80.88821138211382,20.6,0.0,25.3,5.2118,0,2.03
28.6924,77.2895,4,A,Urban,35.0,80.88821138211382,80.88821138211382,35.0,0.0,29.2,10.22,0,3.11
28.7012,77.2223,4,A,Urban,26.2,80.88821138211382,80.88821138211382,26.2,0.0,30.3,7.9386,0,6.27
28.7414,77.1305,4,A,Urban,26.9,80.88821138211382,80.88821138211382,26.9,0.0,33.2,8.9308,0,7.88
28.6848,77.2473,4,A,Urban,19.2,80.88821138211382,80.88821138211382,19.2,0.0,28.2,5.4144,0,5.56
28.7183,77.1798,4,A,Urban,32.5,80.88821138211382,80.88821138211382,32.5,0.0,28.1,9.1325,0,4.57
28.7606,77.1009,4,A,Urban,19.0,80.88821138211382,80.88821138211382,19.0,0.0,24.3,4.617,0,7.29
28.6693,77.1694,4,A,Urban,26.0,80.88821138211382,80.88821138211382,26.0,0.0,27.7,7.201999999999999,0,8.83
28.6449,77.1905,4,A,Urban,23.9,80.88821138211382,80.88821138211382,23.9,0.0,27.8,6.6442,0,2.0
28.783,77.1725,4,A,Urban,25.2,80.88821138211382,80.88821138211382,25.2,0.0,33.1,8.3412,0,7.44
28.6026,77.2327,4,A,Urban,23.8,80.88821138211382,80.88821138211382,23.8,0.0,25.8,6.1404000000000005,0,10.7
28.6134,77.25,4,A,Urban,25.9,80.88821138211382,80.88821138211382,25.9,0.0,29.0,7.510999999999999,0,5.09
28.641,77.1381,4,A,Urban,25.3,80.88821138211382,80.88821138211382,25.3,0.0,27.2,6.8816,0,4.12
28.7551,77.1907,4,A,Urban,26.2,80.88821138211382,80.88821138211382,26.2,0.0,21.8,5.7116,0,7.96
28.6802,77.2119,4,A,Urban,23.3,80.88821138211382,80.88821138211382,23.3,0.0,27.6,6.4308000000000005,0,2.71
28.7288,77.1817,4,A,Urban,20.5,80.88821138211382,80.88821138211382,20.5,0.0,30.8,6.314,0,7.82
28.6054,77.1444,4,A,Urban,30.1,80.88821138211382,80.88821138211382,30.1,0.0,25.7,7.7357000000000005,0,4.51
28.7305,77.1476,4,A,Urban,28.6,80.88821138211382,80.88821138211382,28.6,0.0,27.9,7.979400000000001,0,4.69
28.7445,77.2711,4,A,Urban,23.2,80.88821138211382,80.88821138211382,23.2,0.0,31.4,7.284799999999999,0,3.08
28.6586,77.2793,4,A,Urban,29.4,80.88821138211382,80.88821138211382,29.4,0.0,29.3,8.6142,0,2.91
28.6843,77.2785,4,A,Urban,22.2,80.88821138211382,80.88821138211382,22.2,0.0,31.1,6.9041999999999994,0,3.92
28.7181,77.1536,4,A,Urban,16.5,80.88821138211382,80.88821138211382,16.5,0.0,25.3,4.1745,0,9.09
28.7104,77.1872,4,A,Urban,26.8,80.88821138211382,80.88821138211382,26.8,0.0,28.2,7.5576,0,4.33
28.7737,77.1975,4,A,Urban,28.0,80.88821138211382,80.88821138211382,28.0,0.0,28.7,8.036,0,5.69
28.685,77.1045,4,A,Urban,27.5,80.88821138211382,80.88821138211382,27.5,0.0,24.2,6.655,0,2.95
28.6279,77.267,4,A,Urban,30.2,80.88821138211382,80.88821138211382,30.2,0.0,28.6,8.6372,0,6.09
28.6343,77.1545,4,A,Urban,26.7,80.88821138211382,80.88821138211382,26.7,0.0,26.1,6.9687,0,6.4
28.7303,77.2659,4,A,Urban,14.6,80.88821138211382,80.88821138211382,14.6,0.0,29.1,4.2486,0,7.36
28.7201,77.233,4,A,Urban,13.8,80.88821138211382,80.88821138211382,13.8,0.0,25.3,3.4914000000000005,0,4.33
28.6333,77.2476,4,A,Urban,25.7,80.88821138211382,80.88821138211382,25.7,0.0,29.0,7.452999999999999,0,3.87
28.6491,77.1779,4,A,Urban,19.6,80.88821138211382,80.88821138211382,19.6,0.0,25.1,4.9196,0,3.64
28.7133,77.1952,4,A,Urban,32.2,80.88821138211382,80.88821138211382,32.2,0.0,29.7,9.5634,0,5.71
28.7465,77.143,5,A,Urban,40.0,80.88821138211382,80.88821138211382,40.0,0.0,30.8,12.32,0,12.43
28.6668,77.2542,5,A,Urban,45.6,80.88821138211382,80.88821138211382,45.6,0.0,30.4,13.862400000000001,0,10.88
28.7377,77.187,5,A,Urban,55.0,80.88821138211382,80.88821138211382,55.0,0.0,29.1,16.005,0,8.64
28.6544,77.218,5,A,Urban,58.1,80.88821138211382,80.88821138211382,58.1,0.0,28.7,16.6747,0,6.9
28.7835,77.1274,5,A,Urban,45.9,80.88821138211382,80.88821138211382,45.9,0.0,32.0,14.687999999999999,0,7.56
28.7746,77.2464,5,A,Urban,31.1,80.88821138211382,80.88821138211382,31.1,0.0,31.8,9.889800000000001,0,9.38
28.7385,77.2698,5,A,Urban,45.9,80.88821138211382,80.88821138211382,45.9,0.0,26.3,12.0717,0,8.45
28.6361,77.2136,5,A,Urban,49.2,80.88821138211382,80.88821138211382,49.2,0.0,27.8,13.677600000000002,0,9.55
28.7849,77.2942,5,A,Urban,46.3,80.88821138211382,80.88821138211382,46.3,0.0,32.1,14.8623,0,7.26
28.6638,77.2658,5,A,Urban,47.1,80.88821138211382,80.88821138211382,47.1,0.0,30.7,14.4597,0,6.36
28.646,77.1241,5,A,Urban,49.3,80.88821138211382,80.88821138211382,49.3,0.0,29.3,14.4449,0,9.87
28.6131,77.1631,5,A,Urban,36.3,80.88821138211382,80.88821138211382,36.3,0.0,34.1,12.3783,0,7.56
28.6638,77.2252,5,A,Urban,49.9,80.88821138211382,80.88821138211382,49.9,0.0,32.7,16.3173,0,7.33
28.7878,77.2598,5,A,Urban,59.2,80.88821138211382,80.88821138211382,59.2,0.0,29.1,17.227200000000003,0,10.19
28.696,77.2255,5,A,Urban,41.5,80.88821138211382,80.88821138211382,41.5,0.0,34.1,14.1515,0,10.25
28.6478,77.1221,5,A,Urban,40.6,80.88821138211382,80.88821138211382,40.6,0.0,27.2,11.043199999999999,0,5.78
28.6593,77.1467,5,A,Urban,46.3,80.88821138211382,80.88821138211382,46.3,0.0,31.1,14.3993,0,10.36
28.6437,77.29,5,A,Urban,35.1,80.88821138211382,80.88821138211382,35.1,0.0,33.0,11.583,0,6.78
28.7889,77.1935,5,A,Urban,33.6,80.88821138211382,80.88821138211382,33.6,0.0,31.4,10.5504,0,7.57
28.7215,77.2025,5,A,Urban,52.5,80.88821138211382,80.88821138211382,52.5,0.0,28.9,15.1725,0,6.36
28.6441,77.1373,5,A,Urban,39.3,80.88821138211382,80.88821138211382,39.3,0.0,33.5,13.1655,0,10.09
28.7392,77.1308,5,A,Urban,40.1,80.88821138211382,80.88821138211382,40.1,0.0,29.1,11.6691,0,8.75
28.6448,77.2074,5,A,Urban,64.8,80.88821138211382,80.88821138211382,64.8,0.0,35.0,22.68,0,5.96
28.7777,77.2911,5,A,Urban,42.2,80.88821138211382,80.88821138211382,42.2,0.0,31.1,13.1242,0,8.06
28.731,77.2102,5,A,Urban,44.7,80.88821138211382,80.88821138211382,44.7,0.0,28.5,12.7395,0,4.69
28.7447,77.1992,5,A,Urban,38.2,80.88821138211382,80.88821138211382,38.2,0.0,29.2,11.1544,0,7.81
28.7702,77.199,5,A,Urban,76.3,80.88821138211382,80.88821138211382,76.3,0.0,29.1,22.2033,0,6.47
28.7356,77.2131,5,A,Urban,59.0,80.88821138211382,80.88821138211382,59.0,0.0,31.9,18.820999999999998,0,6.55
28.7595,77.2317,5,A,Urban,56.3,80.88821138211382,80.88821138211382,56.3,0.0,31.7,17.847099999999998,0,9.45
28.7237,77.2505,5,A,Urban,60.4,80.88821138211382,80.88821138211382,60.4,0.0,30.0,18.12,0,7.61
28.667,77.2487,5,A,Urban,51.1,80.88821138211382,80.88821138211382,51.1,0.0,29.5,15.0745,0,7.57
28.6013,77.1574,5,A,Urban,61.7,80.88821138211382,80.88821138211382,61.7,0.0,31.0,19.127,0,7.36
28.7264,77.152,5,A,Urban,54.3,80.88821138211382,80.88821138211382,54.3,0.0,35.9,19.4937,0,6.46
28.7522,77.2083,5,A,Urban,49.3,80.88821138211382,80.88821138211382,49.3,0.0,30.2,14.888599999999999,0,7.87
28.7265,77.2864,5,A,Urban,41.5,80.88821138211382,80.88821138211382,41.5,0.0,30.9,12.8235,0,9.42
28.6135,77.2164,5,A,Urban,34.8,80.88821138211382,80.88821138211382,34.8,0.0,33.5,11.658,0,4.08
28.6091,77.2743,5,A,Urban,40.2,80.88821138211382,80.88821138211382,40.2,0.0,31.5,12.663000000000002,0,10.4
28.7367,77.1892,5,A,Urban,46.0,80.88821138211382,80.88821138211382,46.0,0.0,26.8,12.328,0,3.26
28.6327,77.259,5,A,Urban,34.8,80.88821138211382,80.88821138211382,34.8,0.0,32.3,11.240399999999998,0,7.79
28.7309,77.1547,5,A,Urban,40.2,80.88821138211382,80.88821138211382,40.2,0.0,32.1,12.904200000000001,0,7.22
28.6839,77.2277,5,A,Urban,28.9,80.88821138211382,80.88821138211382,28.9,0.0,28.8,8.3232,0,7.3
28.7788,77.146,6,A,Urban,166.8,80.88821138211382,80.88821138211382,166.8,0.0,26.3,43.8684,1,13.41
28.7729,77.1946,6,A,Urban,170.7,80.88821138211382,80.88821138211382,170.7,0.0,30.6,52.2342,1,11.48
28.7522,77.2252,6,A,Urban,174.9,80.88821138211382,80.88821138211382,174.9,0.0,29.9,52.295100000000005,1,11.74
28.7593,77.1963,6,A,Urban,130.7,80.88821138211382,80.88821138211382,130.7,0.0,33.9,44.3073,1,10.08
28.6128,77.2164,6,A,Urban,101.0,80.88821138211382,80.88821138211382,101.0,0.0,31.6,31.916000000000004,1,9.03
28.6621,77.191,6,A,Urban,139.5,80.88821138211382,80.88821138211382,139.5,0.0,23.4,32.643,1,7.52
28.739,77.272,6,A,Urban,187.1,80.88821138211382,80.88821138211382,187.1,0.0,27.0,50.516999999999996,1,10.57
28.6484,77.2973,6,A,Urban,157.1,80.88821138211382,80.88821138211382,157.1,0.0,26.6,41.788599999999995,1,13.52
28.7119,77.102,6,A,Urban,191.7,80.88821138211382,80.88821138211382,191.7,0.0,30.0,57.51,1,6.24
28.6176,77.1701,6,A,Urban,117.9,80.88821138211382,80.88821138211382,117.9,0.0,28.8,33.955200000000005,1,14.01
28.7601,77.14,6,A,Urban,182.4,80.88821138211382,80.88821138211382,182.4,0.0,32.9,60.0096,1,12.05
28.6063,77.2872,6,A,Urban,159.6,80.88821138211382,80.88821138211382,159.6,0.0,27.9,44.52839999999999,1,11.89
28.7428,77.2603,6,A,Urban,172.7,80.88821138211382,80.88821138211382,172.7,0.0,32.1,55.4367,1,9.13
28.616,77.279,6,A,Urban,209.0,80.88821138211382,80.88821138211382,209.0,0.0,30.0,62.7,1,14.52
28.7053,77.2463,6,A,Urban,130.2,80.88821138211382,80.88821138211382,130.2,0.0,27.8,36.1956,1,9.48
28.7744,77.1438,6,A,Urban,177.8,80.88821138211382,80.88821138211382,177.8,0.0,28.0,49.784000000000006,1,10.38
28.7111,77.2438,6,A,Urban,241.5,80.88821138211382,80.88821138211382,241.5,0.0,29.6,71.48400000000001,1,10.58
